SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2005032S14195,2005,13,SP,MM,MEENA,2005-02-01 00:00:00,NR,-14.0000,-165.000,15,1004,nadi,main,777,777,______________,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0000,-165.000,-1,15,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
2005032S14195,2005,13,SP,MM,MEENA,2005-02-01 03:00:00,NR,-14.1450,-164.995,,,,main,778,778,_______I______,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.1450,-164.995,-1,15,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
2005032S14195,2005,13,SP,MM,MEENA,2005-02-01 06:00:00,NR,-14.3000,-165.000,15,1004,nadi,main,779,779,______________,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3000,-165.000,-1,15,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,188
2005032S14195,2005,13,SP,MM,MEENA,2005-02-01 09:00:00,NR,-14.4775,-165.028,,,,main,780,770,_______I______,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4775,-165.028,-1,15,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,193
2005032S14195,2005,13,SP,MM,MEENA,2005-02-01 12:00:00,NR,-14.7000,-165.100,15,1004,nadi,main,772,764,______________,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7000,-165.100,-1,15,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,199
2005032S14195,2005,13,SP,MM,MEENA,2005-02-01 15:00:00,NR,-14.9925,-165.213,,,,main,766,748,_______I______,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.9925,-165.213,-1,17,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,206
2005032S14195,2005,13,SP,MM,MEENA,2005-02-01 18:00:00,NR,-15.3000,-165.400,20,1003,nadi,main,751,727,______________,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.3000,-165.400,-1,20,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,217
2005032S14195,2005,13,SP,MM,MEENA,2005-02-01 21:00:00,NR,-15.6026,-165.685,,,,main,727,703,_______I______,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.6026,-165.685,-1,22,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,229
2005032S14195,2005,13,SP,MM,MEENA,2005-02-02 00:00:00,NR,-15.8000,-166.000,25,1002,nadi,main,703,672,______________,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8000,-166.000,-1,25,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,250
2005032S14195,2005,13,SP,MM,MEENA,2005-02-02 03:00:00,NR,-15.8100,-166.273,,,,main,672,649,_______I______,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8100,-166.273,-1,25,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,282
2005032S14195,2005,13,SP,MM,MEENA,2005-02-02 06:00:00,NR,-15.7000,-166.500,25,1002,nadi,main,649,635,______________,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.7000,-166.500,-1,25,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,304
2005032S14195,2005,13,SP,MM,MEENA,2005-02-02 09:00:00,NR,-15.5574,-166.658,,,,main,625,614,_______I______,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5574,-166.658,-1,25,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,273
2005032S14195,2005,13,SP,MM,MEENA,2005-02-02 12:00:00,NR,-15.6800,-166.840,25,1000,nadi,main,618,618,________O_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.4000,-166.800,-1,25,1000,-16.8000,-167.000,30,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,209
2005032S14195,2005,13,SP,MM,MEENA,2005-02-02 15:00:00,NR,-15.7625,-166.776,,,,main,622,591,_______IP_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.2925,-166.992,-1,27,999,-16.7025,-166.344,30,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,315
2005032S14195,2005,13,SP,MM,MEENA,2005-02-02 18:00:00,TS,-15.4778,-167.056,30,998,nadi,main,580,516,O_______O___O_,jtwc_sh,SH152005,-15.1000,-167.300,,DB,20,1004,-3,,,,,,,,,,,,,1008,120,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.2000,-167.200,-1,30,998,-16.1000,-166.700,30,998,,,,,,,,,,,,,,,,-15.1000,-167.300,TC,20,,,,,,,,,,,,,,,,,11,312
2005032S14195,2005,13,SP,MM,MEENA,2005-02-02 21:00:00,TS,-15.0416,-167.610,,,,main,513,510,P______IO___P_,,SH152005,-14.9950,-167.445,,DB,22,1003,-3,,,,,,,,,,,,,1008,120,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.1299,-167.385,-1,30,997,-15.0000,-168.000,30,998,,,,,,,,,,,,,,,,-14.9950,-167.445,TC,22,,,,,,,,,,,,,,,,,7,321
2005032S14195,2005,13,SP,MM,MEENA,2005-02-03 00:00:00,TS,-14.9000,-167.543,30,997,nadi,main,521,485,O_______O___O_,jtwc_sh,SH152005,-14.9000,-167.600,,TD,25,1002,-1,,,,,,,,,,,,,1008,120,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0000,-167.600,-1,30,997,-14.8000,-167.400,30,997,,,,,,,,,,,,,,,,-14.9000,-167.600,TC,25,,,,,,,,,,,,,,,,,4,329
2005032S14195,2005,13,SP,MM,MEENA,2005-02-03 03:00:00,TS,-14.7311,-167.803,,,,main,485,461,P______IP___P_,,SH152005,-14.8150,-167.765,,TD,25,1002,-1,,,,,,,,,,,,,1008,120,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7076,-167.983,-1,32,996,-14.5867,-167.698,32,996,,,,,,,,,,,,,,,,-14.8150,-167.765,TC,25,,,,,,,,,,,,,,,,,6,306
2005032S14195,2005,13,SP,MM,MEENA,2005-02-03 06:00:00,TS,-14.5500,-168.050,35,995,nadi,main,459,449,O_______O___O_,jtwc_sh,SH152005,-14.7000,-167.900,,TD,25,1002,-1,,,,,,,,,,,,,1008,120,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4000,-168.200,1,35,995,-14.4000,-168.200,35,995,,,,,,,,,,,,,,,,-14.7000,-167.900,TC,25,,,,,,,,,,,,,,,,,4,339
2005032S14195,2005,13,SP,MM,MEENA,2005-02-03 09:00:00,TS,-14.3726,-167.945,,,,main,468,467,P______IP___P_,,SH152005,-14.5150,-167.973,,TD,27,1001,-1,,,,,,,,,,,,,1008,120,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.1902,-167.910,1,40,991,-14.2702,-167.925,42,990,,,,,,,,,,,,,,,,-14.5150,-167.973,TC,27,,,,,,,,,,,,,,,,,4,42
2005032S14195,2005,13,SP,MM,MEENA,2005-02-03 12:00:00,TS,-14.2250,-167.750,45,987,nadi,main,487,477,O_______O___O_,jtwc_sh,SH152005,-14.3000,-168.000,,TD,30,1000,-1,,,,,,,,,,,,,1008,120,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.1000,-167.500,1,45,987,-14.2000,-167.500,50,985,,,,,,,,,,,,,,,,-14.3000,-168.000,TC,30,,,,,,,,,,,,,,,,,3,48
2005032S14195,2005,13,SP,MM,MEENA,2005-02-03 15:00:00,TS,-14.1462,-167.685,,,,main,487,487,P______IP___P_,,SH152005,-14.0925,-168.038,,TD,32,998,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.1999,-167.333,1,47,986,-14.1999,-167.333,50,985,,,,,,,,,,,,,,,,-14.0925,-168.038,TC,32,,,,,,,,,,,,,,,,,2,32
2005032S14195,2005,13,SP,MM,MEENA,2005-02-03 18:00:00,TS,-14.0750,-167.650,50,985,nadi,main,497,486,O_______O___O_,jtwc_sh,SH152005,-13.9000,-168.000,,TS,35,997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3000,-167.300,2,50,985,-14.2000,-167.300,50,985,,,,,,,,,,,,,,,,-13.9000,-168.000,TC,35,,,,,,,45,,,,,,,,,,2,11
2005032S14195,2005,13,SP,MM,MEENA,2005-02-03 21:00:00,TS,-13.9337,-167.643,,,,main,497,496,P______IP___P_,,SH152005,-13.7274,-167.860,,TS,45,990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.1725,-167.423,2,52,982,-14.1075,-167.430,52,982,,,,,,,,,,,,,,,,-13.7274,-167.860,TC,45,,,,,,,,,,,,,,,,,3,19
2005032S14195,2005,13,SP,MM,MEENA,2005-02-04 00:00:00,TS,-13.8000,-167.550,55,980,nadi,main,496,496,O_______O___O_,jtwc_sh,SH152005,-13.6000,-167.600,,TS,55,984,0,50,60,60,50,15,15,15,15,,,,,1008,120,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0000,-167.500,2,55,980,-14.0000,-167.500,55,980,,,,,,,,,,,,,,,,-13.6000,-167.600,TC,55,,,,,,,,,,,,,,,,,4,59
2005032S14195,2005,13,SP,MM,MEENA,2005-02-04 03:00:00,TS,-13.7162,-167.272,,,,main,529,529,P______IP___P_,,SH152005,-13.5126,-167.230,,TS,57,982,0,75,70,70,75,30,25,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.9199,-167.340,2,57,977,-13.9199,-167.290,57,977,,,,,,,,,,,,,,,,-13.5126,-167.230,TC,57,,,,,,,,,,,,,,,,,7,81
2005032S14195,2005,13,SP,MM,MEENA,2005-02-04 06:00:00,TS,-13.7000,-166.875,60,975,nadi,main,572,572,O_______O___O_,jtwc_sh,SH152005,-13.5000,-166.800,,TS,60,980,0,100,80,80,100,45,35,35,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.9000,-167.000,2,60,975,-13.9000,-166.900,60,975,,,,,,,,,,,,,,,,-13.5000,-166.800,TC,60,,,,,,,75,,,,,,,,,,8,93
